*This file is used by Sortmap*
First line: No. of repeating data blocks
Repeating data blocks:
First line: Gage number, No. of polygon vertices, Default weekly gage
Theissen polygon vertices: UTM Easting, UTM Northing
85
1   8   504
579184       3512538
581263       3510793
581263       3510793
581336       3510665
581336       3510665
579184       3508515
579184       3508515
579184       3512538
2  10  504
579184       3512538
579184       3516313
579184       3516313
581061       3516313
581061       3516313
581997       3512685
581997       3512685
581263       3510793
581263       3510793
579184       3512538
3  14  504
581336       3510665
581642       3510560
581642       3510560
582045       3509961
582045       3509961
581596       3506265
581596       3506265
580357       3503600
580357       3503600
579184       3503600
579184       3503600
579184       3508515
579184       3508515
581336       3510665
4  12  504
581061       3516313
582945       3516313
582945       3516313
583864       3512040
583864       3512040
582977       3511392
582977       3511392
582836       3511418
582836       3511418
581997       3512685
581997       3512685
581061       3516313
5  12  504
581642       3510560
582836       3511418
582836       3511418
582977       3511392
582977       3511392
583763       3509984
583763       3509984
583750       3509964
583750       3509964
582045       3509961
582045       3509961
581642       3510560
7  12  504
582945       3516313
585563       3516313
585563       3516313
585618       3515890
585618       3515890
585188       3512043
585188       3512043
584630       3511685
584630       3511685
583864       3512040
583864       3512040
582945       3516313
8  10  504
583864       3512040
584630       3511685
584630       3511685
584650       3510339
584650       3510339
583763       3509984
583763       3509984
582977       3511392
582977       3511392
583864       3512040
9  14  510
583763       3509984
584650       3510339
584650       3510339
585113       3510161
585113       3510161
585634       3509166
585634       3509166
585525       3508350
585525       3508350
583638       3508919
583638       3508919
583750       3509964
583750       3509964
583763       3509984
10 12  510
581596       3506265
583638       3508919
583638       3508919
585525       3508350
585525       3508350
585574       3508210
585574       3508210
580932       3503600
580932       3503600
580357       3503600
580357       3503600
581596       3506265
11  8  512
585618       3515890
586864       3512371
586864       3512371
586102       3511646
586102       3511646
585188       3512043
585188       3512043
585618       3515890
12 12  512
585188       3512043
586102       3511646
586102       3511646
586247       3510869
586247       3510869
585113       3510161
585113       3510161
584650       3510339
584650       3510339
584630       3511685
584630       3511685
585188       3512043
13 10  512
587141       3509747
585634       3509166
585634       3509166
585113       3510161
585113       3510161
586247       3510869
586247       3510869
587126       3510446
587126       3510446
587141       3509747
14 12  510
586687       3506654
586536       3505870
586536       3505870
584063       3503600
584063       3503600
580932       3503600
580932       3503600
585574       3508210
585574       3508210
585581       3508206
585581       3508206
586687       3506654
15 12  583
588406       3512541
587608       3512070
587608       3512070
586864       3512371
586864       3512371
585618       3515890
585618       3515890
585563       3516313
585563       3516313
587920       3516313
587920       3516313
588406       3512541
16 12  512
587126       3510446
586247       3510869
586247       3510869
586102       3511646
586102       3511646
586864       3512371
586864       3512371
587608       3512070
587608       3512070
587661       3510887
587661       3510887
587126       3510446
17 12  583
588406       3510749
589298       3509730
589298       3509730
587677       3509016
587677       3509016
587141       3509747
587141       3509747
587126       3510446
