2756
605428  3514923
605385  3514942
605322  3514961
605137  3514968
605057  3514987
604928  3515042
604842  3515085
604801  3515098
604725  3515101
604645  3515053
604567  3514990
604469  3514927
604370  3514859
604327  3514823
604314  3514801
604315  3514743
604307  3514685
604290  3514612
604306  3514526
604387  3514424
604401  3514395
604389  3514366
604350  3514300
604309  3514264
604278  3514197
604302  3514147
604351  3514111
604364  3514066
604360  3514027
604348  3514000
604330  3513987
604221  3513947
604175  3513878
604169  3513800
604162  3513758
604172  3513692
604154  3513651
604111  3513624
604080  3513598
604012  3513534
603961  3513483
603882  3513432
603787  3513343
603714  3513274
603680  3513261
603617  3513251
603585  3513241
603525  3513204
603471  3513185
603396  3513121
603316  3513095
603244  3513077
603197  3513044
603137  3513016
603059  3512942
603000  3512896
602818  3512809
602752  3512803
602696  3512790
602685  3512780
602653  3512704
602637  3512622
602666  3512569
602712  3512526
602715  3512397
602706  3512331
602682  3512297
602592  3512234
602446  3512100
602425  3512069
602424  3512030
602448  3511993
602485  3511958
602499  3511904
602502  3511849
602449  3511699
602422  3511659
602372  3511628
602316  3511595
602298  3511577
602292  3511534
602339  3511458
602346  3511434
602341  3511400
602302  3511319
602213  3511198
602169  3511130
602152  3511077
602135  3511000
602129  3510991
602126  3510980
602118  3510975
602110  3510965
602106  3510962
602088  3510959
602069  3510953
602051  3510946
602027  3510935
602002  3510924
601973  3510908
601949  3510891
601938  3510880
601922  3510869
601901  3510860
601863  3510845
601837  3510825
601815  3510809
601784  3510786
601752  3510761
601721  3510735
601700  3510711
601685  3510688
601664  3510657
601645  3510634
601625  3510611
601607  3510587
601588  3510558
601572  3510536
601558  3510516
601534  3510485
601512  3510463
601496  3510446
601475  3510421
601457  3510397
601441  3510380
601410  3510354
601391  3510336
601371  3510315
601360  3510293
601357  3510256
601356  3510229
601361  3510197
601365  3510172
601374  3510149
601389  3510120
601396  3510089
601400  3510073
601400  3510058
601395  3510040
601385  3510018
601367  3509999
601344  3509974
601332  3509957
601325  3509934
601323  3509927
601317  3509885
601313  3509847
601312  3509820
601309  3509799
601310  3509784
601320  3509759
601326  3509740
601333  3509717
601338  3509696
601336  3509689
601333  3509673
601329  3509647
601326  3509628
601328  3509586
601329  3509566
601328  3509540
601326  3509515
601321  3509493
601314  3509471
601299  3509435
601283  3509411
601265  3509381
601247  3509356
601232  3509330
601218  3509306
601208  3509291
601203  3509283
601196  3509280
601183  3509271
601159  3509260
601148  3509252
601130  3509239
601110  3509222
601090  3509210
601077  3509200
601063  3509185
601044  3509170
601026  3509155
601012  3509138
601004  3509127
600995  3509116
600982  3509109
600964  3509098
600952  3509079
600944  3509068
600936  3509053
600921  3509038
600911  3509031
600891  3509016
600866  3508994
600852  3508974
600837  3508947
600831  3508928
600820  3508908
600811  3508891
600802  3508868
600798  3508854
600793  3508838
600792  3508821
600791  3508804
600789  3508793
600789  3508778
600788  3508768
600788  3508750
600789  3508731
600788  3508710
600785  3508716
600781  3508727
600779  3508741
600775  3508756
600768  3508774
600761  3508790
600750  3508807
600740  3508821
600734  3508830
600722  3508849
600722  3508858
600719  3508873
600712  3508885
600704  3508895
600688  3508904
600668  3508910
600652  3508918
600632  3508925
600625  3508929
600595  3508945
600571  3508953
600552  3508959
600537  3508964
600525  3508971
600518  3508984
600515  3508994
600506  3509000
600500  3509003
600484  3509035
600471  3509051
600455  3509066
600433  3509088
600419  3509092
600406  3509096
600393  3509105
600381  3509113
600376  3509118
600368  3509120
600351  3509119
600338  3509115
600311  3509110
600295  3509107
600270  3509110
600252  3509104
600228  3509092
600212  3509092
600206  3509091
600193  3509099
600170  3509106
600146  3509122
600122  3509124
600110  3509116
600089  3509106
600076  3509101
600049  3509086
600037  3509081
600004  3509071
599962  3509065
599917  3509062
599876  3509064
599858  3509063
599831  3509059
599803  3509056
599776  3509047
599751  3509024
599739  3509013
599729  3509013
599699  3509004
599664  3508985
599630  3508958
599604  3508922
599581  3508896
599557  3508876
599547  3508867
599531  3508849
599505  3508840
599478  3508815
599454  3508792
599435  3508778
599418  3508771
599404  3508767
599374  3508758
599350  3508751
599333  3508744
599322  3508735
599299  3508717
599285  3508712
599243  3508703
599212  3508701
599197  3508706
599180  3508712
599143  3508723
599125  3508730
599114  3508740
599053  3508761
599035  3508768
599025  3508769
599008  3508762
598985  3508746
598944  3508723
598918  3508709
598900  3508701
598873  3508677
598862  3508661
598857  3508647
598846  3508618
598835  3508586
598815  3508567
598805  3508564
598775  3508556
598746  3508551
598715  3508537
598698  3508522
598674  3508507
598638  3508491
598598  3508476
598567  3508458
598517  3508440
598509  3508435
598496  3508421
598488  3508381
598483  3508355
598480  3508337
598476  3508311
598451  3508271
598423  3508245
598413  3508224
598408  3508195
598406  3508181
598398  3508162
598397  3508153
598391  3508139
598381  3508110
598375  3508098
598366  3508086
598344  3508066
598306  3508043
598286  3508035
598261  3508033
598239  3508035
598219  3508032
598199  3508028
598165  3508035
598133  3508056
598113  3508066
598097  3508074
598085  3508075
598080  3508072
598073  3508065
598068  3508051
598060  3508031
598046  3508013
598034  3507986
598027  3507973
597985  3507957
597958  3507946
597913  3507939
597898  3507936
597883  3507933
597868  3507933
597852  3507933
597835  3507935
597832  3507933
597812  3507934
597766  3507934
597747  3507934
597740  3507933
597720  3507930
597706  3507926
597692  3507927
597679  3507925
597666  3507922
597636  3507913
597607  3507902
597582  3507900
597549  3507898
597527  3507898
597485  3507900
597448  3507900
597396  3507899
597357  3507897
597326  3507895
597295  3507894
597283  3507895
597268  3507899
597257  3507901
597251  3507903
597214  3507923
597205  3507916
597196  3507903
597188  3507892
597184  3507879
597180  3507860
597179  3507850
597176  3507837
597174  3507823
597175  3507810
597179  3507793
597184  3507772
597185  3507751
597186  3507741
597186  3507721
597181  3507707
597177  3507698
597170  3507681
597169  3507666
597165  3507643
597159  3507622
597150  3507597
597144  3507579
597137  3507567
597131  3507557
597117  3507546
597102  3507535
597089  3507525
597068  3507518
597054  3507509
597043  3507500
597034  3507491
597022  3507485
597007  3507485
596997  3507487
596984  3507498
596973  3507515
596966  3507534
596957  3507552
596945  3507565
596926  3507585
596905  3507607
596879  3507635
596856  3507654
596825  3507671
596791  3507683
596771  3507690
596756  3507701
596739  3507715
596723  3507725
596700  3507734
596670  3507736
596651  3507736
596634  3507724
596615  3507710
596596  3507694
596582  3507692
596558  3507688
596531  3507685
596504  3507674
596482  3507663
596461  3507651
596444  3507638
596431  3507628
596424  3507623
596408  3507608
596396  3507597
596389  3507590
596374  3507577
596365  3507566
596356  3507558
596343  3507546
596332  3507536
596322  3507520
596315  3507510
596308  3507500
596299  3507485
596293  3507472
596290  3507460
596289  3507455
596288  3507451
596290  3507446
596296  3507441
596308  3507433
596322  3507423
596335  3507410
596345  3507399
596354  3507389
596358  3507377
596362  3507365
596367  3507353
596362  3507338
596348  3507331
596335  3507325
596327  3507312
596325  3507295
596324  3507278
596323  3507261
596321  3507254
596315  3507247
596293  3507233
596284  3507219
596281  3507203
596278  3507176
596276  3507156
596274  3507132
596274  3507111
596273  3507087
596271  3507065
596266  3507040
596254  3507016
596240  3506998
596225  3506981
596206  3506963
596188  3506939
596173  3506918
596156  3506887
596151  3506861
596154  3506840
596158  3506817
596163  3506798
596168  3506772
596181  3506746
596195  3506722
596208  3506695
596216  3506678
596221  3506653
596221  3506629
596227  3506610
596232  3506593
596245  3506570
596252  3506546
596255  3506526
596264  3506504
596276  3506480
596282  3506460
596296  3506437
596308  3506419
596320  3506396
596323  3506381
596332  3506365
596349  3506353
596352  3506348
596359  3506337
596369  3506308
596377  3506294
596384  3506266
596389  3506250
596393  3506225
596394  3506209
596381  3506185
596366  3506172
596358  3506161
596355  3506133
596354  3506111
596349  3506102
596336  3506093
596329  3506092
596324  3506095
596323  3506100
596315  3506106
596302  3506118
596283  3506132
596277  3506137
596267  3506137
596255  3506124
596236  3506099
596216  3506080
596199  3506057
596188  3506035
596184  3506010
596177  3505987
596167  3505965
596162  3505933
596147  3505909
596131  3505893
596112  3505870
596098  3505851
596084  3505824
596072  3505794
596068  3505756
596065  3505739
596066  3505724
596070  3505710
596073  3505689
596082  3505665
596094  3505643
596104  3505616
596116  3505587
596127  3505565
596140  3505548
596148  3505538
596148  3505533
596144  3505531
596136  3505531
596120  3505532
596097  3505530
596071  3505526
596040  3505524
596007  3505526
595975  3505524
595951  3505523
595926  3505524
595890  3505519
595849  3505517
595833  3505521
595818  3505525
595805  3505524
595794  3505522
595773  3505513
595761  3505506
595751  3505498
595738  3505490
595728  3505486
595721  3505486
595709  3505488
595698  3505486
595690  3505482
595672  3505465
595663  3505456
595641  3505434
595629  3505428
595604  3505415
595582  3505406
595559  3505396
595543  3505381
595522  3505359
595507  3505342
595488  3505330
595484  3505326
595468  3505309
595457  3505289
595443  3505255
595439  3505236
595435  3505211
595432  3505184
595433  3505165
595434  3505144
595430  3505137
595431  3505113
595432  3505092
595433  3505077
595430  3505057
595430  3505035
595428  3505013
595417  3504991
595412  3504967
595403  3504951
595392  3504929
595384  3504911
595371  3504892
595358  3504872
595348  3504859
595345  3504851
595332  3504835
595322  3504817
595315  3504793
595315  3504770
595314  3504753
595314  3504735
595317  3504721
595323  3504704
595331  3504666
595337  3504644
595341  3504623
595342  3504607
595341  3504595
595336  3504576
595322  3504560
595307  3504548
595281  3504532
595259  3504516
595243  3504512
595221  3504506
595201  3504500
595188  3504492
595172  3504475
595171  3504469
595163  3504457
595147  3504436
595134  3504420
595117  3504400
595093  3504373
595077  3504354
595062  3504334
595043  3504301
595031  3504278
595025  3504274
595013  3504257
595001  3504239
594998  3504233
594995  3504229
594986  3504220
594976  3504210
594970  3504204
594956  3504199
594937  3504190
594923  3504185
594908  3504177
594886  3504173
594868  3504168
594856  3504163
594844  3504159
594826  3504150
594811  3504147
594791  3504143
594772  3504135
594758  3504128
594743  3504122
594724  3504111
594713  3504104
594705  3504100
594688  3504095
594668  3504087
594649  3504079
594629  3504072
594608  3504065
594586  3504057
594566  3504050
594542  3504038
594525  3504032
594504  3504026
594487  3504020
594470  3504017
594453  3504010
594440  3504011
594426  3504017
594411  3504020
594399  3504023
594385  3504025
594368  3504026
594354  3504033
594326  3504045
594307  3504051
594291  3504052
594286  3504056
594270  3504058
594258  3504057
594248  3504062
594243  3504062
594236  3504060
594219  3504056
594206  3504054
594188  3504050
594178  3504047
594164  3504039
594152  3504030
594139  3504020
594127  3504014
594118  3504007
594111  3504000
594108  3503994
594104  3503990
594098  3503981
594087  3503966
594079  3503950
594064  3503928
594057  3503912
594041  3503885
594033  3503869
594026  3503846
594019  3503827
594017  3503806
594013  3503791
594011  3503769
594008  3503747
594003  3503732
593989  3503707
593971  3503682
593950  3503663
593930  3503647
593912  3503636
593900  3503625
593883  3503616
593869  3503615
593854  3503623
593844  3503641
593834  3503662
593817  3503674
593800  3503685
593786  3503698
593777  3503719
593773  3503735
593772  3503755
593772  3503777
593771  3503796
593773  3503814
593764  3503832
